tag,category,count,alias
gilgamesh_(caster)_(fate),4,659,ギルガメッシュ(キャスター)
voile,0,659,
top_wo_nerae!_(series),3,659,
taimanin_rpgx,3,659,"対魔忍RPG,ついまにんRPG"
azumanga_daioh's_school_uniform,0,659,
gawain_(fate),4,659,ガウェイン(Fate)
holding_spring_onion,0,659,
character_hood,0,658,
two-tone_wings,0,658,
red_nose,0,658,
cork,0,658,
suspenders_slip,0,658,
penis_tentacle,0,658,
meadow,0,658,"草地,草原,草むら,くさち,そうげん,くさむら"
on_tank,0,658,
sol_badguy,4,658,"ソル=バッドガイ,ソル・バッドガイ"
koyama_yuzu,4,658,"小山柚子,カメさんチーム,おやまゆず"
animal_helmet,0,657,
bede_(pokemon),4,657,"ビート(トレーナー),ビート(ポケモン),ビート(ジムリーダー),ビトユウ,ビトユリ,マサビト,ビトマサ,ビトマリ,彼特,かれとく"
beretta_1301,0,657,ベレッタ1301
videl,4,657,ビーデル
sainan_high_school_uniform,0,657,
kaiou_michiru,4,657,"海王みちる,かいおうみちる"
reiner_braun,4,657,ライナー・ブラウン
cum_through_clothes,0,657,
alolan_vulpix,4,657,"アローラロコン,シロン(アニポケ)"
chabashira_tenko,4,657,"茶柱転子,茶柱转子,ちゃばしらてんこ,ちゃばしら"
catsuit,0,657,キャットスーツ
kiyohime_(swimsuit_lancer)_(fate),4,657,"清姫(水着),きよひめ(みずぎ)"
ingrid_(capcom),4,657,"イングリッド,イングリッド(カプコン)"
non-human_admiral_(kancolle),4,657,
cock_ring,0,656,
my_melody,4,656,"マイメロディ,マイメロ,mymelody"
malina_(helltaker),4,656,"マリーナ,マリーナ(Helltaker)"
grima_(fire_emblem),4,656,ギムレー
ebizuka_tomo,4,656,"海老塚智,えびづかさとる"
ironmouse,4,656,"ironmouseart,ironmousefanart,ironmouse_art,ironmouse_fanart"
adjusting_scarf,0,656,
desert_eagle,0,655,"デザートイーグル,DEagle"
spread_armpit,0,655,"腋は性器,腋くぱぁ,わきはせいき,わきくぱぁ"
pussy_focus,0,655,
mint_fantome,4,655,"Fantography,ミント心霊写真,ミントLIVE,maid_mint,MintFantome,ミント・ファントーム,みんとしんれいしゃしん"
egg_laying,0,655,"产卵,産卵,下蛋,さんらん,したたん"
black_vs_white,0,655,"白と黒,黒と白,黑与白,白与黑,しろとくろ,くろとしろ,くろよしろ,しろよくろ"
jaguar_girl,0,655,
julia_(fire_emblem),4,655,
surtr_(colorful_wonderland)_(arknights),4,655,
ichikawa_kyoutarou,4,655,"市川京太郎,いちかわきょうたろう"
cracked_glass,0,655,
piledriver_(sex),0,655,
fur_bikini,0,654,
gregor_(project_moon),4,654,"グレゴール,ムルグレ"
fallenshadow,4,654,"sliceofshadow,fallenshadow,shaduoh"
imperishable_night,3,654,"東方永夜抄,永夜抄,とうほうえいよるしょう,えいよるしょう"
shez_(fire_emblem),4,654,シェズ
pichu,4,654,ピチュー
akechi_gorou,4,654,"明智吾郎,主明,あけちごろう,しゅめい"
laura_bodewig,4,654,ラウラ・ボーデヴィッヒ
halo_(series),3,654,Halo
large_horns,0,654,
filia_(skullgirls),4,654,"filia,フィリア"
swastika,0,654,"ハーケンクロイツ,卐,卍,鉤十字,かぎ十字,カギ十字,卍字,まんじ,こうじゅうじ,かぎじゅうじ,まんじじ"
x_(mega_man),4,654,"エックス(ロックマン),エックス,x,mega_man_x"
tashkent_(azur_lane),4,653,"タシュケント,タシュケント(アズールレーン),塔什干,とうしるかん"
sen_no_kiseki_iii,3,653,"閃の軌跡III,閃の軌跡3,軌跡シリーズ,せんのきせきIII,せんのきせき3,きせきしりーず"
march_7th_(hunt)_(honkai:_star_rail),4,653,"三月なのか(仙舟),さんがつなのか(せんふね)"
itan_private_high_school_uniform,0,653,
chitose_(kancolle),4,653,"千歳,千歳(艦隊これくしょん),千歳(艦これ),乳歳,ちとせ,ちとせ(かんたいこれくしょん),ちとせ(かんこれ),ちちとし"
tickling_armpits,0,653,
ryugasaki_rene,4,653,"龍ヶ崎リン,Rart,りゅうゖさきりん"
xilonen_(genshin_impact),4,653,"シロネン,Xilonen,希诺宁,まれ"
single_tear,0,653,
vehicle_interior,0,653,
aoba_moca,4,653,"青葉モカ,蘭モカ,モカ蘭,モカちゃ,あおばもか,らんもか,もからん"
fairy_leviathan_(mega_man),4,653,"レヴィアタン,妖将レヴィアタン,ようしょうれゔぃあたん"
len_(tsukihime),4,652,"黒レン,レン,くろれん"
owari_(azur_lane),4,652,"尾張(アズールレーン),尾張,おわり(あずーるれーん),おわり"
holding_crossbow,0,652,
eldridge_(azur_lane),4,652,"埃尔德里奇(碧蓝航线),エルドリッジ(アズールレーン),エルドリッジ,ほこりさとき(へき"
kamui_gakupo,4,652,"神威がくぽ,がくぽ,がくっぽいど,かもいがくぽ"
trash,0,652,
mole_on_shoulder,0,652,
fishnet_bodysuit,0,652,
xenoblade_chronicles_3:_future_redeemed,3,652,"新たなる未来,あらたなるみらい"
closet,0,652,クローゼット
zenra,0,652,ぜんら
minegumo_(kancolle),4,652,"峯雲(艦隊これくしょん),峯雲(艦これ),峯雲,胸雲,みねぐも(かんたいこれくしょん),みねぐも(かんこれ),みねぐも,むねくも"
geeta_(pokemon),4,652,"オモダカ,オモダカ(トレーナー),オモダカ(ポケモン),オモチリ"
fuecoco,4,652,ホゲータ
exoskeleton,0,652,"エクゾスケルトン,エクソスケルトン,強化外骨格,きょうかがいこつかく"
hayasaka_mirei,4,652,"早坂美玲,はやさかみれい"
mimic,0,652,ミミック
lifted_by_tail,0,652,
bass_clef,0,651,"ヘ音記号,低音谱号,F谱号,へおんきごう,ていおん,F"
ninomae_ina'nis_(casual),4,651,"一伊那尓栖(私服衣装),一伊那尓栖(私服),いちいなじせい(しふくいしょう),いちいなじせい(しふく)"
okinami_(kancolle),4,651,"沖波,沖波(艦これ),沖波(艦隊これくしょん),おきなみ,おきなみ(かんこれ),おきなみ(かんたいこれくしょん)"
frilled_straps,0,651,
anna_(frozen),4,651,"アナ(ディズニー),anna,アナ,エルアナ,アナエル"
crushing,0,651,挤压
broccoli,0,651,"🥦,ブロッコリ,ブロッコリー,西兰花,にし"
blob,0,651,ブロッブ
koleda_belobog,4,651,"珂蕾妲·贝洛伯格,クレタ・ベロボーグ,KoledaBelobog,かつぼみだつ·はくかく"
brown_shawl,0,651,
stitched_leg,0,651,
mikazuki_(kancolle),4,651,"三日月,三日月(艦隊これくしょん),三日月(艦これ),みかづき,みかづき(かんたいこれくしょん),みかづき(かんこれ)"
kakyuusei_(series),3,651,"下級生,かきゅうせい"
monkey_boy,0,651,monkeyboy
arrancar,0,651,"破面,はめん"
yae_sakura_(gyakushinn_miko),4,651,"逆神巫女,逆神の巫女,ぎゃくかんなぎおんな,ぎゃくかみのみこ"
winning_ticket_(umamusume),4,651,"ウイニングチケット,ウイニングチケット(ウマ娘),ウィニングチケット,チケゾー,ういにんぐちけっと(うまむすめ)"
pink_outline,0,650,
pendant_watch,0,650,
ikaruga_(senran_kagura),4,650,"斑鳩(閃乱カグラ),斑鳩,Ikaruga,いかるが(せんらんかぐら),いかるが"
ada_wong,4,650,エイダ・ウォン
metroid_(creature),4,650,"メトロイド(クリーチャー),ベビーメトロイド"
vash_the_stampede,4,650,ヴァッシュ・ザ・スタンピード
shrugging,0,650,
fur_cuffs,0,649,
ikusaba_mukuro,4,649,"戦刃むくろ,せんはむくろ"
lulu_(league_of_legends),4,649,"Lulu,룰루,露璐,ルル,つゆ"
sand_cat_(kemono_friends),4,649,"スナネコ,スナネコ(けものフレンズ),沙丘猫,さきゅうねこ"
hawks_(boku_no_hero_academia),4,649,"ホークス,hawks,鷹見啓悟,たかみけいさとし"
otomachi_una,4,649,"音街ウナ,ウナート,おとまちうな"
holding_scepter,0,649,
broken_sword,0,649,
belt_skirt,0,649,
choujikuu_yousai_macross,3,649,"超時空要塞マクロス,ちょうじくうようさいまくろす"
brown_flower,0,649,
tantou,0,648,"短刀,たんとう"
holding_flute,0,648,
sophie_neuenmuller,4,648,ソフィー・ノイエンミュラー
lavinia_whateley_(fate),4,648,"ラヴィニア・ウェイトリー(Fate),ラヴィニア,アビラヴィ"
frame_arms_girl,3,648,"フレームアームズ・ガール,フレームアームズガール,FA:G,FAガール,クロスフレーム,クロスフレーム・ガール"
masked,0,648,
argyle_cutout,0,648,
warrior,0,648,"劍士,女戦士,戦乙女,戦士,けんし,おんなせんし,せんおとめ,せんし"
nowi_(fire_emblem),4,647,"ノノ(ファイアーエムブレム),ノノ"
ishuzoku_reviewers,3,647,"異種族レビュアーズ,isyuzoku,サキュ嬢,いしゅぞくれびゅあーず,さきゅじょう"
shimada_chiyo,4,647,"島田千代,しまだちよ"
starting_future_(umamusume),0,647,"汎用勝負服,スターティングフューチャー,初期ウマ娘,はんようしょうぶふく,しょきうまむすめ"
nejiri_hachimaki,0,647,ねじりはちまき
cutlass_(girls_und_panzer),4,647,"カトラス,カトラス(GuP),サメさんチーム,カトマコ"
throat_microphone,0,647,
aesc_(fate),4,647,"トネリコ,トネリコ(Fate),梣"
pitcher_(container),0,647,"水差し,みずさし"
azazel_(helltaker),4,647,"アザゼル(Helltaker),アザゼル"
dungeon,0,647,"地下牢,ちかろう"
kaai_yuki,4,647,"歌愛ユキ,歌爱ユキ,うたあいゆき,うたき"
beni-enma,4,647,"紅閻魔,紅閻魔(Fate),くれないえんま,くれないえんま(Fate)"
rumi_(blue_archive),4,646,"朱城ルミ,しゅしろるみ"
mejiro_bright_(umamusume),4,646,"メジロブライト(ウマ娘),メジロブライト,目白光明,めじろぶらいと(うまむすめ),めじろこうみょう"
naganami_kai_ni_(kancolle),4,646,"長波改二,ちょうはかいに"
uchuu_senkan_yamato_2199,3,646,"宇宙戦艦ヤマト2199,ヤマト2199,うちゅうせんかんやまと2199"
creature_on_head,0,646,
koumajou_densetsu,3,646,"紅魔城伝説緋色の交響曲,紅魔城伝説,くれないましろでんせつひいろのこうきょうきょく,くれないましろでんせつ"
rotary_phone,0,645,"黒電話,回転ダイヤル式電話機,くろでんわ,かいてんだいやるしきでんわき"
travel_attendant,0,645,"客室乗務員,アテンダント,キャビンアテンダント,スチュワーデス,乘务员,きゃくしつじょうむいん,じょう"
mononoke_hime,3,644,"もののけ姫,mononoke,もののけひめ"
print_mug,0,644,
clueless,0,644,"無知シチュ,むちしちゅ"
translucent,0,644,"半透明,はんとうめい"
holding_glowstick,0,644,
miracle_mallet,0,644,"打ち出の小槌,うちでのこづち"
striped_neckerchief,0,644,
captain_(honkai_impact),4,644,"舰长,艦長(崩壊3rd),キャプテン(崩壊3rd),かんちょう(ほうかい3rd),きゃぷてん(ほうかい3rd)"
front-seamed_legwear,0,643,
shigure_ui_(vtuber)_(1st_costume),4,643,"しぐれうい(通常),しぐれうい(つうじょう)"
psyduck,4,643,コダック
hisui_(tsukihime),4,643,"翡翠,翡翠ちゃん,ひすい,ひすいちゃん"
multicolored_stripes,0,643,
sukonbu_(shirakami_fubuki),4,643,"すこん部,すこんぶ"
yellow_(pokemon),4,643,"イエロー・デ・トキワグローブ,レンギョウ,レイエ,イエロー(ポケスペ)"
mismagius,4,643,ムウマージ
wind_turbine,0,643,"風力発電機,風力タービン,風力原動機,ふうりょくはつでんき,ふうりょくたーびん,ふうりょくげんどうき"
nazi,0,643,"ナチス,ナチ,Nazis,纳粹,第三帝国,NSDAP,Hitlerjugend,ヒトラーユーゲント,だいさんていこく"
poke_ball_(legends),0,643,
minigun,0,642,ミニガン
egyptian_mythology,3,642,"エジプト神話,えじぷとしんわ"
iridescent,0,642,"玉虫色,镭射,たまむしいろ"
anegasaki_nene,4,642,"姉ヶ崎寧々,あねがさきねい々"
sakura_chiyo,4,642,"佐倉千代,さくらちよ"
tales_of_graces,3,642,"テイルズ・オブ・グレイセス,テイルズオブグレイセス,グレイセス,TOG"
vampy,4,642,"ヴァンピィ,斑比,ヴァンピィ(グラブル),ヴァンピィ(プリコネ),はんひ"
omori_(omori),4,642,OMORI(キャラクター)
obidome,0,642,
senko_(sewayaki_kitsune_no_senko-san),4,642,"仙狐さん,せんきつねさん"
uchi_emiri,4,642,"内笑美莉,うっちー,うちもこ,ないえみり"
lunamaria_hawke,4,642,"ルナマリア・ホーク,ルナマリア"
kawakami_mai,4,642,"川神舞,かわかみまい"
female_chief_(path_to_nowhere),4,642,"无期迷途女局长,むきめいずおんなきょく"
plaid_shorts,0,642,
front-print_panties,0,641,
ear_chain,0,641,
psylocke,4,641,サイロック
hinata_channel,3,641,"猫宮ひなた,猫宫日向,HinataCat,ひなたチャンネル,ねこみやひなた,ねここう"
oversized_forearms,0,641,
glowing_hand,0,641,
drag-on_dragoon_3,3,641,"DOD3,ドラッグオンドラグーン3,ドラグーン3"
cthulhu_mythos,3,641,"クトゥルフ神話,萌えクトゥルフ,克苏鲁神话,克蘇魯神話,くとぅるふしんわ,ほうえくとぅるふ,かつかみ,かつそろしんわ"
morishima_haruka,4,641,"森島はるか,もりしまはるか"
charlotte_(anime),3,641,"Charlotte(アニメ),Charlotte,シャーロット"
sky_print,0,641,
unworn_jewelry,0,640,
ikaruga_luca,4,640,"斑鳩ルカ,いかるがるか"
shin_megami_tensei_v,3,640,"真・女神転生V,真V,真5,ShinMegamiTenseiV,まこと・めがみてんせいV,まことV,まこと5"
vergil_(devil_may_cry),4,640,"バージル(デビルメイクライ),バージル(DMC),バージル"
bear_boy,0,640,
anti-aircraft_gun,0,640,"対空砲,高射砲,たいくうほう,こうしゃほう"
price_tag,0,640,"値札,ねふだ"
drum_magazine,0,640,"ドラム型弾倉,ドラムマガジン,どらむかただんそう"
nina_kosaka,4,640,"DrawKosaka,狐坂ニナ,こさかにな,KosaLust,НинаКосака,НинаНаРусском,NinaKosaka,NinaKosakaFR,KosakaDraw,KosaPlay,きつねさかにな"
playground,0,640,"遊び場,遊具,游乐场,あそびば,ゆうぐ,ゆう"
poleyn,0,639,ポレイン
kadoc_zemlupus,4,639,カドック・ゼムルプス
wide_oval_eyes,0,639,
whip_sword,0,639,"蛇腹剣,ガリアンソード,じゃばらつるぎ"
microwave,0,639,"電子レンジ,でんしれんじ"
arashi_chisato,4,639,"嵐千砂都,あらしせんすなみやこ"
copy_ability,0,639,"コピー能力,こぴーのうりょく"
roger_(guilty_gear),4,639,
nagi_(kannagi),4,639,"ナギ,ナギ様,なぎさま"
see-through_one-piece_swimsuit,0,639,"透け水着,すけみずぎ"
lightning_bolt_hair_ornament,0,638,
tekken_7,3,638,"鉄拳7,てっけん7"
claw_foot_bathtub,0,638,"猫足バスタブ,ねこあしばすたぶ"
nihongami,0,638,"日本髪,にっぽんかみ"
magician,0,638,"マジシャン,奇術師,きじゅつし"
wing_ears,0,638,"羽耳,はねみみ"
wreckage,0,638,
mizunashi_akari,4,638,"水無灯里,水无灯里,みずなしともしびさと,みずむともしびさと"
asymmetrical_arms,0,638,
bolt_(hardware),0,638,ボルト
lapras,4,637,"ラプラス,ラプラス(ポケモン)"
kiana_kaslana_(herrscher_of_the_void),4,637,"空之律者,律化娜,空の律者,キアナ・カスラナ(空の律者),そらゆきりつもの,りつかだ,そらのりつもの,きあな・かすらな(そらのりつもの)"
maruyama_aya,4,637,"丸山彩,ひなあや,まるやまさい"
wiping,0,637,
makoto_(street_fighter),4,637,"まこと,まこと(ストリートファイター)"
pawn_(chess),0,637,ポーン
nekomiya_hinata,4,637,"猫宮ひなた,HinataCat,ルーブルひなた,ねこみやひなた"
shiranui_flare_(1st_costume),4,637,"不知火フレア(通常),不知火フレア新ビジュアル,しらぬいふれあ(つうじょう),しらぬいふれあしんびじゅある"
horseshoe,0,637,"蹄鉄,馬蹄,ていてつ,ばてい"
gyee,3,636,
nishino_flower_(umamusume),4,636,"ニシノフラワー,ニシノフラワー(ウマ娘),にしのふらわー(うまむすめ)"
wolverine_(x-men),4,636,"ウルヴァリン,Wolverine,poolverine"
todoroki_hajime,4,636,"轟はじめ,はじめ武勇伝,とどろきはじめ,はじめぶゆうでん"
holding_shower_head,0,636,
model_kit,0,636,プラモ
pov_across_bed,0,636,
yofukashi_no_uta,3,636,"よふかしのうた,Call_of_the_Night"
ulrich_von_hutten_(azur_lane),4,636,"ウルリッヒ・フォン・フッテン,ウルリッヒ・フォン・フッテン(アズールレーン),乌尔里希·冯·胡滕,さとまれ·ことう"
bead_choker,0,636,
the_elder_scrolls,3,636,
too_literal,0,636,
shamare_(arknights),4,636,"巫恋,シャマレ(アークナイツ),Shamare,シャマレ,ふこい"
bandaged_foot,0,636,
female_commander_(girls'_frontline),4,635,"女性指揮官(ドールズフロントライン),じょせいしきかん(どーるずふろんとらいん)"
huge_pectorals,0,635,
blowing_smoke,0,635,
ashley_graham,4,635,アシュリー・グラハム
cervical_penetration,0,635,"子宮姦,しきゅうかん"
sega,3,635,"セガ,世嘉,よか"
urban,0,635,
g41_(girls'_frontline),4,634,"G41,G41(ドールズフロントライン),G41(少女前線),G41(しょうじょぜんせん)"
fleur-de-lis,0,634,"⚜,フルール・ド・リス"
heart-shaped_buckle,0,634,
foreplay,0,634,
kroos_(arknights),4,634,"克洛丝,クルース,クルース(アークナイツ),kroos,かつらく"
crescent_rose,0,634,
meer_campbell,4,634,ミーア・キャンベル
coat_partially_removed,0,633,
ligne_claire,0,633,リーニュクレール
comiket_100,3,633,C100
green_border,0,633,
panties_over_pantyhose,0,633,"タイツの上にパンツ,たいつのうえにぱんつ"
blue_outline,0,633,
braces,0,633,"矯正萌え,きょうせいほうえ"
ascot_between_breasts,0,633,
strong,0,632,"怪力,力持ち,女子力(物理),軽々持ち上げる,かいりき,ちからもち,じょしちから(ぶつり),かるがるもちあげる"
kotegawa_yui,4,632,"古手川唯,こてがわただ"
hakase_fuyuki,4,632,"葉加瀬冬雪,はかせレポート,はかせとワンドロ,はかせふゆゆき"
red_streaks,0,632,
small_nipples,0,632,
stuffed_panda,0,632,
ankleband,0,632,
silent_hill_(series),3,632,サイレントヒル
ibuki_(street_fighter),4,631,"いぶき,息吹,いぶき(ストリートファイター)"
armin_arlert,4,631,"アルミン・アルレルト,アルミン,アルエレ,エレアル,アルミカ,ミカアル,アルアニ,アニアル,アルクリ,アルヒス"
diving,0,631,
tanaka_kotoha,4,631,"田中琴葉,たなかこんは"
milotic,4,631,ミロカロス
food_on_hand,0,631,
g'raha_tia,4,631,"グ・ラハ・ティア,古拉哈提亚,こーらごうてい"
wafer_stick,0,631,
yorick_(shiori_novella),4,631,
fish_tank,0,631,"水槽,すいそう"
kamishiro_rui,4,631,"神代類,類司,類彰,類冬,類寧々,類えむ,かみしろるい,るいつかさ,るいあきら,るいふゆ,るいねい々,るいえむ"
green_armor,0,631,
purple_rope,0,631,
movie_poster,0,631,
plumeria,0,631,プルメリア
skirt_under_dress,0,631,
elbow_on_knee,0,630,
echidna_(re:zero),4,630,"エキドナ,エキドナ(リゼロ)"
penis_over_one_eye,0,630,
siren_(azur_lane),0,630,"セイレーン(アズールレーン),セイレーン,セイレーン化,塞壬,せいれーんか,さいじん"
ein_(blue_archive),4,630,"アイン,アイン(ブルーアーカイブ),アイン・ソフ・オウル(ブルーアーカイブ)"
chi-hatan_military_uniform,0,630,
jolly_roger,0,630,
sugiura_ayano,4,630,"杉浦綾乃,すぎうらあやの"
battleship,0,630,"戦艦,战列舰,戰艦,せんかん"
holding_flask,0,629,
tanikaze_(kancolle),4,629,"谷風,谷風(艦隊これくしょん),谷風(艦これ),たにかぜ,たにかぜ(かんたいこれくしょん),たにかぜ(かんこれ)"
romani_archaman,4,629,ロマニ・アーキマン
jam,0,629,"ジャム,果酱,か"
scale_armor,0,629,スケイルアーマー
erlenmeyer_flask,0,629,"三角フラスコ,さんかくふらすこ"
bee_girl,0,629,"蜂娘,はちむすめ"
martial_arts,0,629,"武道,武術,武芸,ぶどう,ぶじゅつ,ぶげい"
quadruple_amputee,0,629,"四肢切断,四肢欠損,達磨,ししせつだん,ししけっそん,だるま"
nijisanji_id,3,628,"にじさんじID,NIJISANJI_ID"
carousel,0,628,"メリーゴーラウンド,回転木馬,カルーセル,旋转木马,かいてんもくば,せん"
pocari_sweat,0,628,ポカリスエット
mewtwo,4,628,ミュウツー
candace_(genshin_impact),4,628,"坎蒂丝,坎蒂絲,キャンディス,Candace,Kandake,キャンディス(原神),かんへた,かんへたいと,きゃんでぃす(はらかみ)"
jeanne_d'arc_(granblue_fantasy),4,628,"ジャンヌダルク(神撃のバハムート),ジャンヌダルク(グラブル),じゃんぬだるく(かみげきのばはむーと)"
brynhildr_(fate),4,628,"ランサー(フラグメンツ),ブリュンヒルデ,ブリュンヒルデ(fate),ブリュンヒルデ(Fate)"
decapitation,0,628,"斬首,斩首,きりくび"
hacka_doll_3,4,628,"ハッカドール3号,はっかどーる3ごう"
star_ocean_anamnesis,3,628,"スターオーシャンアナムネシス,SOA,スターオーシャン:アナムネシス,アナムネシス"
nanami_yachiyo,4,627,"七海やちよ,やちいろ,いろやち,ななうみやちよ"
checkered_legwear,0,627,
licking_testicle,0,627,"玉舐め,たまなめ"
baron_bunny_(genshin_impact),4,627,"兔兔伯爵,ウサギ伯爵,うさぎうさぎはくしゃく,うさぎはくしゃく"
sora_no_otoshimono,3,627,"そらのおとしもの,そらおと"
orca_hood,0,627,
eclipse,0,626,
vertical-striped_headwear,0,626,
feet_on_table,0,626,
youkai_(youkai_watch),0,626,
jirachi,4,626,ジラーチ
control_rod_(touhou),0,626,"制御棒,せいぎょぼう"
dorsal_fin,0,626,"背鰭,せびれ"
adult_neptune,4,626,"大人ネプ,おとなねぷ"
grisaia_(series),3,626,グリザイアシリーズ
policeman,0,626,"警官,けいかん"
circular_saw,0,626,"丸鋸,まるのこ"
tied_ears,0,626,
sekaiju_no_meikyuu_5,3,625,"世界樹の迷宮5,せかいじゅのめいきゅう5"
chandelure,4,625,シャンデラ
interior,0,625,
white_sneakers,0,625,
comet,0,625,
mon3tr_(arknights),4,625,
zero(z)_(mega_man),4,625,ゼロ(Z)
lone_nape_hair,0,625,
tengu_mask,0,625,"天狗面,天狗の面,てんぐめん,てんぐのめん"
nu_carnival,3,625,"Nucarnival,NUcarnival,NUカーニバル,新世界狂歡,NU:カーニバル,ニューカニ,nu:carnival,NeonCarnival,しんせかいきょうかん"
hoshikawa_sara_(1st_costume),4,625,"星川サラ(通常),ほしかわさら(つうじょう)"
plackart,0,625,"placcard,planckart,placcate"
toyota,0,625,"トヨタ,TOYOTA"
compound_eyes,0,624,"複眼,ふくがん"
touhoku_zunko,4,624,"東北ずん子,とうほくずんこ"
peony_print,0,624,
glands_of_montgomery,0,624,
prison_cell,0,624,"独居房,どっきょぼう"
sui-feng,4,624,"砕蜂,碎蜂,soifon,そいふぉん"
bat_ornament,0,624,
victorian,0,624,"ビクトリア朝,维多利亚风,英伦风,びくとりああさ,り,えい"
yuki_judai,4,624,"遊城十代,十代,ゆうしろじゅうだい,じゅうだい"
heavenly_boat_maanna,0,624,"天舟マアンナ,てんふねまあんな"
striped_vest,0,624,
sakata_gintoki,4,623,"坂田銀時,銀時,さかたぎんとき,ぎんとき"
paint_can,0,623,
dusk_ball,0,623,"ダークボール,ダークボール(ポケットモンスター)"
arm_on_another's_shoulder,0,623,
neco-arc,4,623,ネコアルク
pokemon_usum,3,623,"ポケモンUSM,ポケモンUSUM"
hoshino_ichika_(project_sekai),4,623,"星乃一歌,ほしのいちうた"
grey_cat,0,623,
fear_&_hunger_2:_termina,3,623,"fearandhunger2,fearandhungertermina"
ditto,4,623,メタモン
texas_(winter_messenger)_(arknights),4,622,
shoulder_guard,0,622,
extra_pupils,0,622,
shimakaze_(azur_lane),4,622,"島風,島風(アズールレーン),芒,しまかぜ,しまかぜ(あずーるれーん),ぼう"
front-to-back,0,622,"前から後ろへ,ぜんからうしろへ"
hades_1,3,622,
fusuma,0,621,"襖,ふすま"
martha_(swimsuit_ruler)_(fate),4,621,"マルタ(水着),まるた(みずぎ)"
hanasato_minori,4,621,"花里みのり,はなざとみのり"
naganohara_mio,4,621,"長野原みお,ながのはらみお"
brown_halo,0,621,
cat_bag,0,621,
uruha_rushia_(3rd_costume),4,621,
zero_gravity,0,621,"無重力,微小重力,無重量状態,むじゅうりょく,びしょうじゅうりょく,むじゅうりょうじょうたい"
juxtaposition,0,621,"スマホ差分,すまほさぶん"
hugging_own_tail,0,621,
white_tiger,0,621,"白虎,びゃっこ"
grey_ascot,0,621,
two-tone_panties,0,621,
glass_table,0,621,
hasegawa_kobato,4,620,"羽瀬川小鳩,はせがわこばと"
bacon,0,620,"ベーコン,培根,ばいね"
;(,0,620,
arthur_pendragon_(fate),4,620,"旧セイバー,アーサー・ペンドラゴン,きゅうせいばー"
pokemon_legends:_z-a,3,620,LEGENDSZ-A
naked_capelet,0,620,
black_hanekawa,4,620,"ブラック羽川,ぶらっくはがわ"
tsumami_kanzashi,0,620,つまみかんざし
holographic_monitor,0,620,
panda_hood,0,620,
gensou_suikoden,3,619,"幻想水滸伝,幻水,げんそうすいこでん,まぼろしみず"
furudo_erika,4,619,"古戸ヱリカ,ふるとゑりか"
calligraphy,0,619,"书法,書道,カリグラフィー,しょどう"
celica_(fire_emblem),4,619,"セリカ,セリカ(FE),セリカ(FE外伝),せりか(FEがいでん)"
roxie_(pokemon),4,619,ホミカ
uni_(neptunia),4,619,"ユニ(ネプテューヌ),ユニ"
floating_skull,0,619,
mia_(fire_emblem),4,619,ワユ
asuna_(school_uniform)_(blue_archive),4,618,
fanning_face,0,618,
hyena_ears,0,618,
ai_ai_gasa,0,618,"相合い傘,相々傘,相相傘,相合伞,あいあいがさ,そう々かさ,そうそうかさ,あいあい"
clive_rosfield,4,618,クライヴ・ロズフィールド
armored_bodysuit,0,618,
huge_horns,0,618,
scar_on_back,0,618,
tactile_paving,0,618,"点字ブロック,てんじぶろっく"
kerchief,0,618,
litten,4,617,ニャビー
indian_clothes,0,617,
netnavi,0,617,ネットナビ
aquarion_(series),3,617,アクエリオン
86_-eightysix-,3,617,"エイティシックス,86,86-エイティシックス-,86アニメ,anime_86,เอทตี้ซิกซ์,86不存在的战区,86ふそんざいてき"
kousaka_kyousuke,4,617,"高坂京介,たかさかきょうすけ"
houjou_tokiyuki_(nige_jouzu_no_wakagimi),4,617,"北条時行(逃げ上手の若君),ほうじょうときゆき(にげじょうずのわかぎみ)"
kousaka_kirino's_school_uniform,0,617,
ao_isami,4,617,"イサミ・アオ,スミイサ"
dragon_ears,0,617,
matsubara_kanon,4,617,"松原花音,まつばらかのん"
bishoujo_senshi_sailor_moon_(first_season),3,616,
colored_speech_bubble,0,616,
germany,0,616,"Deutschland,ドイツ連邦共和国,Bundesrepublik-Deutschland,ドイツ,独逸,德国,آلمان,Germany,Германия,どいつれんぽうきょうわこく,どいつ"
mahou_shoujo_ikusei_keikaku,3,616,"魔法少女育成計画,まほいく,魔法少女育成计划,まほうしょうじょいくせいけいかく,まほうしょうじょいくせい"
bonsai,0,616,"盆栽,ぼんさい"
print_socks,0,616,
ass_press,0,616,
scratching_head,0,616,
"don't_say_""lazy""",0,616,Don't_say_“lazy”
piccolo,4,616,"ピッコロ(ドラゴンボール),ピッコロ,ピッコロさん,マジュニア,神コロ様,ピッコロ(潜在能力解放),アルティメットピッコロ,かみころさま,ぴっころ(せんざいのうりょくかいほう)"
mashiro_(blue_archive),4,616,"静山マシロ,マシロ(ブルーアーカイブ),마시로,시즈야마마시로,マシロ,せいざんましろ"
popsicle_stick,0,616,
gyaruo,0,615,"ギャル男,チャラ男,ぎゃるおとこ,ちゃらおとこ"
giratina,4,615,ギラティナ
mirai_nikki,3,615,"未来日記,みらいにっき"
sakawa_(kancolle),4,615,"酒匂,酒匂(艦これ),酒匂(艦隊これくしょん),さこう,さこう(かんこれ),さこう(かんたいこれくしょん)"
